CPT,THERM_FPGA,THERM_DCB,VMON_6V,VMON_3V7,VMON_1V8,VMON_3V3D,VMON_2V5D,VMON_1V2D,VMON_VCC_FLASH0,VMON_VCC_FLASH1,VMON_VCC_FLASH2,VMON_VCC_FLASH3,VMON_3V3_HK,VMON_GND,GND_RES,GND_RES2,SPE_P5_V,SPE_P5_C,SPE_N5_V,SPE_N5_C,SPE_1VA8_V,SPE_1VA8_C,SPE_1VAD8_V,SPE_1VAD8_C,SPE_3VD3_V,SPE_3VD3_C,SPE_2VD5_V,SPE_2VD5_C,SPE_1VD8_V,SPE_1VD8_C,SPE_1VD5_V,SPE_1VD5_C,SPE_1VD0_V,SPE_1VD0_C,SPE_FPGA_T,SPE_ADC0_T,SPE_ADC1_T,PFPS_DCB_1V8,PFPS_DCB_3V7,PFPS_DCB_5V,PFPS_SPE_1V5,PFPS_SPE_2V3,PFPS_SPE_3V6,PFPS_SPE_P5V5,PFPS_SPE_N5V5,PFPS_MOT_A,PFPS_PA3_T,PFPS_PA2_T,PFPS_PA1_T,PFPS_PA0_T,PFPS_CAR_T,PFPS_PFPS_T,PFPS_BAT_T,VMON_PDU_COMMS,VMON_PDU_PFPS,VMON_PDU_CAROUSEL,ADC_PWR
CPT2,31.384,30.249375,5.5575,4.0155,1.8935,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.1615,0.121375,-4.987,0.097375,1.9052499999999999,0.199,1.9115000000000002,0.18512499999999998,3.363,0.0,2.551,0.0,1.802,0.0,1.49875,0.0,1.0211249999999998,0.001375,42.816625,37.695,36.173625,967.625,1390.625,1411.0,1231.0,1304.125,1664.625,1383.75,1385.375,15.0,27.545625,28.002625000000002,28.117125,28.4035,2491.5,1189.875,2491.625,608.5,31.125,0.0,1.0
CPT3,31.150125000000003,29.785874999999997,5.561,4.015750000000001,1.8951250000000002,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.166625,0.121375,-4.989625,0.097375,1.9049999999999998,0.199,1.91225,0.184875,3.361875,0.0,2.551,0.0,1.802,0.0,1.499,0.0,1.026,0.001,45.113749999999996,39.022,36.933625,967.875,1391.0,1412.125,1252.375,1307.25,1672.0,1386.5,1388.25,15.0,27.089,27.774124999999998,27.717,28.002625,2491.5,1197.0,2492.0,610.25,29.0,0.0,1.0
CPT4,49.528999999999996,48.03475,5.5805,4.01725,1.8730000000000002,3.242,2.45,1.197,0.0,0.0,0.0,0.0,3.234,0.0,0.0,0.0,5.158125,0.12275,-4.98825,0.098875,1.901,0.2,1.909,0.184,3.36,0.0,2.548,0.0,1.8,0.0,1.5,0.0,1.0185,0.001375,63.63525,56.559,54.06037500000001,967.625,1391.625,1416.875,1223.625,1314.5,1680.0,1388.375,1388.75,15.0,44.984750000000005,45.837,45.532375,45.959,2486.25,784.375,2485.875,591.625,33.375,0.0,1.0
CPT5,-15.123625,-16.35175,5.51225,4.0095,1.916375,3.252,2.457,1.198625,0.0,0.0,0.0,0.0,3.246,0.0,0.0,0.0,5.18175,0.11599999999999999,-4.9792499999999995,0.091,1.9100000000000001,0.195,1.91425,0.1875,3.36325,0.0,2.551,0.0,1.802,0.0,1.495,0.0,1.0227499999999998,0.00125,13.478625000000001,7.816625,6.6835,965.75,1387.75,1400.0,1232.75,1281.875,1629.75,1374.25,1377.375,18.0,-19.522750000000002,-17.848,-18.5195,-17.319375,2499.375,2196.25,2500.875,684.75,29.875,0.0,1.0
CPT6,49.237375,47.808875,5.58225,4.0177499999999995,1.8745000000000003,3.244,2.451,1.19675,0.0,0.0,0.0,0.0,3.238,0.0,0.0,0.0,5.15475,0.122875,-4.989625,0.099,1.901,0.2,1.9092500000000001,0.183875,3.36,0.0,2.55025,0.0,1.8,0.0,1.5,0.0,1.0215,0.0011250000000000001,63.7975,56.394999999999996,53.931375,967.875,1391.875,1417.875,1238.375,1315.875,1684.0,1389.75,1390.25,15.0,42.744125,42.9855,43.227,42.744125,2486.625,795.375,2486.0,590.75,31.75,0.0,1.0
CPT7,-23.852875,-25.19475,5.50375,4.00775,1.918,3.25675,2.46,1.2,0.0,0.0,0.0,0.0,3.25075,0.0,0.0,0.0,5.185125,0.11512499999999999,-4.976625,0.08975,1.911,0.19425,1.91425,0.18775,3.363,0.0,2.551,0.0,1.80275,0.0,1.493,0.0,1.026,0.001,9.892125,4.223875,3.31575,965.0,1387.0,1397.875,1243.625,1278.625,1626.125,1373.5,1375.75,18.875,-21.802124999999997,-17.175,-20.237,-17.175,2500.0,2293.0,2502.0,707.125,28.625,0.0,1.0
CPT8,45.152125,43.674,5.576,4.0177499999999995,1.87975,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.2375,0.0,0.0,0.0,5.159750000000001,0.122875,-4.9885,0.09925,1.9021249999999998,0.2,1.90975,0.18525,3.36,0.0,2.551,0.0,1.8005,0.0,1.5,0.0,1.0233750000000001,0.0011250000000000001,57.57625,51.478375,49.31875000000001,967.875,1391.875,1416.125,1241.875,1313.75,1680.5,1388.875,1389.5,15.0,30.819499999999998,28.575625000000002,29.493625,27.60275,2487.75,861.5,2487.25,572.125,33.375,0.0,1.0
CPT9,32.036125,30.69375,5.56175,4.0155,1.893625,3.244,2.449875,1.196,0.0,0.0,0.0,0.0,3.236,0.0,0.0,0.0,5.163125000000001,0.12075,-4.9895,0.09675,1.9044999999999999,0.199,1.91175,0.184875,3.363,0.0,2.551,0.0,1.802,0.0,1.4997500000000001,0.0,1.0211249999999998,0.001375,46.103125,39.8705,37.77175,967.625,1391.0,1412.625,1230.5,1306.125,1667.25,1385.125,1387.125,15.0,27.717,28.518250000000002,28.289,28.633,2490.75,1176.75,2490.875,613.875,31.625,0.0,1.0
CPT10,-19.80725,-21.127125,5.505,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.1835,0.11662499999999999,-4.977874999999999,0.0915,1.911,0.195,1.9140000000000001,0.188,3.363,0.0,2.551,0.0,1.802,0.0,1.4937500000000001,0.0,1.024375,0.0011250000000000001,11.338875,5.757,4.715625,965.0,1387.0,1398.0,1244.25,1279.875,1628.75,1374.25,1376.25,18.0,-18.711,-12.854,-14.854,-11.725,2500.0,2253.0,2501.875,668.125,31.0,0.0,1.0
CPT11,45.777874999999995,44.272125,5.57925,4.0177499999999995,1.87975,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.2375,0.0,0.0,0.0,5.1565,0.123,-4.991,0.0995,1.901,0.2,1.9103750000000002,0.183875,3.36,0.0,2.551,0.0,1.8,0.0,1.5,0.0,1.024125,0.001,59.2705,52.638875,50.304125,968.0,1392.0,1417.0,1248.375,1314.75,1683.875,1389.875,1390.625,14.75,33.140625,28.690375,30.012,28.805125,2487.375,849.0,2487.125,649.25,25.25,0.0,1.0
