CPT,THERM_FPGA,THERM_DCB,VMON_6V,VMON_3V7,VMON_1V8,VMON_3V3D,VMON_2V5D,VMON_1V2D,VMON_VCC_FLASH0,VMON_VCC_FLASH1,VMON_VCC_FLASH2,VMON_VCC_FLASH3,VMON_3V3_HK,VMON_GND,GND_RES,GND_RES2,SPE_P5_V,SPE_P5_C,SPE_N5_V,SPE_N5_C,SPE_1VA8_V,SPE_1VA8_C,SPE_1VAD8_V,SPE_1VAD8_C,SPE_3VD3_V,SPE_3VD3_C,SPE_2VD5_V,SPE_2VD5_C,SPE_1VD8_V,SPE_1VD8_C,SPE_1VD5_V,SPE_1VD5_C,SPE_1VD0_V,SPE_1VD0_C,SPE_FPGA_T,SPE_ADC0_T,SPE_ADC1_T,PFPS_DCB_1V8,PFPS_DCB_3V7,PFPS_DCB_5V,PFPS_SPE_1V5,PFPS_SPE_2V3,PFPS_SPE_3V6,PFPS_SPE_P5V5,PFPS_SPE_N5V5,PFPS_MOT_A,PFPS_PA3_T,PFPS_PA2_T,PFPS_PA1_T,PFPS_PA0_T,PFPS_CAR_T,PFPS_PFPS_T,PFPS_BAT_T,VMON_PDU_COMMS,VMON_PDU_PFPS,VMON_PDU_CAROUSEL,ADC_PWR
CPT2,31.24875,30.104999999999997,5.5575,4.0155,1.894625,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.23225,0.0,0.0,0.0,5.166625,0.12125,-4.989625,0.09725,1.9055,0.199,1.9125,0.18425,3.363,0.0,2.551,0.0,1.802,0.0,1.49875,0.0,1.026,0.001,42.61025,37.5155,36.016125,968.0,1391.0,1411.125,1252.5,1306.0,1670.25,1385.5,1387.5,15.0,27.717,28.174,28.174,28.346125,2492.0,1193.5,2492.0,609.375,28.75,0.0,1.0
CPT3,30.662750000000003,29.293125,5.5605,4.0155,1.895125,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.168375,0.12125,-4.98825,0.09725,1.9055,0.199,1.91275,0.18412499999999998,3.36225,0.0,2.551,0.0,1.802,0.0,1.499,0.0,1.024375,0.0011250000000000001,44.403125,38.4475,36.41525,967.75,1390.75,1411.75,1238.25,1305.75,1667.875,1385.125,1386.75,15.0,26.747124999999997,27.4315,27.4315,27.659875,2491.875,1205.375,2491.875,609.5,29.75,0.0,1.0
CPT4,49.07900000000001,47.59025,5.579750000000001,4.0175,1.874,3.242,2.45,1.197,0.0,0.0,0.0,0.0,3.234,0.0,0.0,0.0,5.1548750000000005,0.12325,-4.987,0.099875,1.901,0.2,1.90975,0.18325,3.36,0.0,2.548,0.0,1.8,0.0,1.5,0.0,1.02,0.00125,62.80125,55.880250000000004,53.471125,967.75,1391.75,1416.75,1231.75,1315.25,1682.0,1388.875,1389.375,15.0,44.984750000000005,45.593125,45.532250000000005,45.837,2486.75,791.0,2486.0,592.625,32.5,0.0,1.0
CPT5,-15.596125,-16.8415,5.512499999999999,4.0095,1.916,3.252,2.457,1.1988750000000001,0.0,0.0,0.0,0.0,3.24625,0.0,0.0,0.0,5.1835,0.11699999999999999,-4.977874999999999,0.092,1.9105,0.195,1.91475,0.187,3.363,0.0,2.551,0.0,1.802375,0.0,1.495,0.0,1.024375,0.0011250000000000001,13.212625,7.572749999999999,6.404,965.625,1387.75,1400.0,1239.0,1281.875,1631.125,1374.625,1377.5,18.0,-19.71375,-17.991999999999997,-18.711,-17.56,2499.75,2201.5,2500.875,684.875,29.125,0.0,1.0
CPT6,48.881625,47.462125,5.582,4.018,1.875375,3.244,2.451,1.196375,0.0,0.0,0.0,0.0,3.238,0.0,0.0,0.0,5.1548750000000005,0.12325,-4.988375,0.099875,1.901,0.2,1.90975,0.18325,3.36,0.0,2.55025,0.0,1.8,0.0,1.5,0.0,1.023,0.001,63.343625,55.987624999999994,53.521874999999994,968.0,1392.0,1417.875,1246.0,1316.375,1685.5,1390.0,1390.5,14.875,42.503,42.744,43.227,42.503,2486.75,800.375,2486.25,588.875,30.875,0.0,1.0
CPT7,-24.56675,-25.9315,5.502,4.0075,1.918375,3.258,2.4601249999999997,1.2,0.0,0.0,0.0,0.0,3.252,0.0,0.0,0.0,5.185125,0.11587499999999999,-4.9765,0.09075,1.911,0.194,1.91475,0.187625,3.363,0.0,2.551,0.0,1.802375,0.0,1.493,0.0,1.026,0.001,9.527125,3.89975,2.9875,965.0,1386.875,1397.625,1243.125,1278.5,1625.0,1373.0,1375.625,18.875,-22.132,-17.175,-20.237,-17.175,2500.25,2299.25,2502.0,708.375,28.875,0.0,1.0
CPT8,45.0415,43.565124999999995,5.575749999999999,4.0175,1.880625,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.23725,0.0,0.0,0.0,5.159750000000001,0.118625,-4.9935,0.09475,1.9021249999999998,0.2,1.9107500000000002,0.18312499999999998,3.36,0.0,2.551,0.0,1.8002500000000001,0.0,1.5,0.0,1.0227499999999998,0.00125,57.330124999999995,51.308625,49.20275,967.75,1391.75,1415.75,1235.25,1313.25,1678.75,1388.75,1389.375,15.0,30.5885,28.575625000000002,29.3215,27.317125000000004,2487.875,863.0,2487.625,572.25,32.875,0.0,1.0
CPT9,31.607875,30.264875,5.56125,4.016,1.893875,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.236,0.0,0.0,0.0,5.1615,0.121375,-4.9857499999999995,0.097625,1.9049999999999998,0.199,1.91175,0.1845,3.363,0.0,2.551,0.0,1.802,0.0,1.5,0.0,1.0211249999999998,0.001375,45.478125,39.402125,37.301500000000004,967.625,1390.75,1412.25,1230.875,1305.625,1666.875,1384.75,1386.625,15.0,27.431375000000003,28.174500000000002,28.06,28.460875,2490.625,1184.75,2491.375,616.25,31.5,0.0,1.0
CPT10,-20.411,-21.69575,5.504,4.00725,1.9176250000000001,3.2545,2.458375,1.199,0.0,0.0,0.0,0.0,3.24825,0.0,0.0,0.0,5.1835,0.11624999999999999,-4.977874999999999,0.090875,1.9105,0.195,1.91475,0.18675,3.363,0.0,2.551,0.0,1.802375,0.0,1.4937500000000001,0.0,1.0227499999999998,0.00125,10.933125,5.420375,4.4083749999999995,964.75,1386.75,1398.0,1225.375,1278.625,1623.125,1372.625,1374.875,18.25,-18.85425,-12.854,-14.708124999999999,-11.774125,2499.75,2257.875,2501.75,666.5,32.75,0.0,1.0
CPT11,44.9745,43.445875,5.57775,4.018,1.880125,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.2372500000000004,0.0,0.0,0.0,5.1565,0.122375,-4.991,0.099,1.9017499999999998,0.2,1.911,0.18312499999999998,3.36,0.0,2.551,0.0,1.8,0.0,1.5,0.0,1.024875,0.001,57.98625,51.642875000000004,49.42825,968.0,1392.0,1417.0,1249.375,1314.125,1681.375,1388.875,1390.625,14.625,32.094125,27.717000000000002,28.977249999999998,27.717125,2487.625,861.5,2487.125,651.75,25.875,0.0,1.0
