CPT,THERM_FPGA,THERM_DCB,VMON_6V,VMON_3V7,VMON_1V8,VMON_3V3D,VMON_2V5D,VMON_1V2D,VMON_VCC_FLASH0,VMON_VCC_FLASH1,VMON_VCC_FLASH2,VMON_VCC_FLASH3,VMON_3V3_HK,VMON_GND,GND_RES,GND_RES2,SPE_P5_V,SPE_P5_C,SPE_N5_V,SPE_N5_C,SPE_1VA8_V,SPE_1VA8_C,SPE_1VAD8_V,SPE_1VAD8_C,SPE_3VD3_V,SPE_3VD3_C,SPE_2VD5_V,SPE_2VD5_C,SPE_1VD8_V,SPE_1VD8_C,SPE_1VD5_V,SPE_1VD5_C,SPE_1VD0_V,SPE_1VD0_C,SPE_FPGA_T,SPE_ADC0_T,SPE_ADC1_T,PFPS_DCB_1V8,PFPS_DCB_3V7,PFPS_DCB_5V,PFPS_SPE_1V5,PFPS_SPE_2V3,PFPS_SPE_3V6,PFPS_SPE_P5V5,PFPS_SPE_N5V5,PFPS_MOT_A,PFPS_PA3_T,PFPS_PA2_T,PFPS_PA1_T,PFPS_PA0_T,PFPS_CAR_T,PFPS_PFPS_T,PFPS_BAT_T,VMON_PDU_COMMS,VMON_PDU_PFPS,VMON_PDU_CAROUSEL,ADC_PWR
CPT2,32.230000000000004,31.07725,5.559,4.0155,1.8933749999999998,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.2325,0.0,0.0,0.0,5.171749999999999,0.11674999999999999,-4.996,0.0915,1.9044999999999999,0.1985,1.9052499999999999,0.19875,3.363,0.0,2.551,0.0,1.802,0.0,1.49925,0.0,1.0227499999999998,0.00125,43.69325,38.444,36.7025,967.5,1390.75,1411.75,1236.0,1304.0,1666.625,1384.75,1386.75,15.0,28.05975,28.575625000000002,28.919874999999998,28.977249999999998,2491.125,1171.0,2491.5,608.0,30.75,0.0,1.0
CPT3,33.92937499999999,32.6445,5.5635,4.0155,1.891625,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.1665,0.117375,-4.99475,0.091625,1.904,0.199,1.9049999999999998,0.19837500000000002,3.360375,0.0,2.551,0.0,1.8017500000000002,0.0,1.5,0.0,1.0225,0.00125,48.42175,41.797250000000005,39.475874999999995,967.625,1390.75,1412.75,1234.875,1306.125,1669.625,1385.75,1387.75,15.0,28.518250000000002,29.43625,29.092,29.43625,2490.75,1144.875,2490.75,606.625,29.875,0.0,1.0
CPT4,51.518,50.1365,5.5835,4.0169999999999995,1.869875,3.242,2.45,1.197,0.0,0.0,0.0,0.0,3.234,0.0,0.0,0.0,5.158125,0.118875,-4.99475,0.09375,1.901,0.2,1.9021249999999998,0.197,3.35975,0.0,2.548,0.0,1.8,0.0,1.5,0.0,1.02,0.0015,66.8645,58.927,56.17725,967.75,1391.75,1417.75,1226.875,1315.125,1682.625,1389.5,1389.75,14.875,46.02,46.997749999999996,46.50875,47.058875,2485.875,761.0,2486.0,590.0,31.875,0.0,1.0
CPT5,-11.825,-12.8975,5.5165,4.009,1.9143750000000002,3.25,2.455375,1.198,0.0,0.0,0.0,0.0,3.2445000000000004,0.0,0.0,0.0,5.185125,0.113,-4.986,0.086875,1.9095,0.195,1.908625,0.19975,3.363,0.0,2.551,0.0,1.802,0.0,1.495,0.0,1.0211249999999998,0.001375,15.330874999999999,9.597375,8.1745,965.625,1387.625,1401.0,1225.25,1281.875,1630.375,1374.5,1377.625,18.0,-17.51175,-15.775125,-16.548750000000002,-15.4845,2498.75,2155.0,2500.625,681.5,31.125,0.0,1.0
CPT6,51.024,49.655,5.5855,4.0177499999999995,1.8718750000000002,3.246,2.451,1.197,0.0,0.0,0.0,0.0,3.238,0.0,0.0,0.0,5.158125,0.11875,-4.9935,0.09375,1.901,0.2,1.9028749999999999,0.1965,3.36,0.0,2.548375,0.0,1.8,0.0,1.5,0.0,1.02,0.0015,66.334375,58.43625,55.691,967.75,1391.875,1418.625,1227.0,1314.75,1682.375,1389.5,1390.125,14.75,44.3775,44.681,44.86325,44.681,2485.75,767.375,2485.75,589.5,32.75,0.0,1.0
CPT7,-19.26175,-20.4305,5.50825,4.008,1.917125,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.188375000000001,0.11225,-4.98325,0.086,1.9107500000000002,0.19475,1.909,0.20025,3.3635,0.0,2.551,0.0,1.802,0.0,1.4945000000000002,0.0,1.024375,0.0011250000000000001,12.003499999999999,6.21375,5.027,965.0,1387.0,1398.875,1237.5,1280.0,1629.625,1374.75,1377.375,18.0,-21.09175,-17.030625,-19.522750000000002,-17.126875,2500.0,2252.375,2502.0,696.0,28.5,0.0,1.0
CPT8,46.06122222222222,44.574222222222225,5.577111111111112,4.017555555555555,1.8788888888888888,3.244,2.4503333333333335,1.196,0.0,0.0,0.0,0.0,3.2377777777777776,0.0,0.0,0.0,5.154333333333333,0.12511111111111112,-4.988111111111111,0.102,1.902,0.2,1.9100000000000001,0.184,3.36,0.0,2.551,0.0,1.7999999999999998,0.0,1.5,0.0,1.0203333333333333,0.0012222222222222224,59.530666666666676,52.87533333333332,50.593111111111114,967.7777777777778,1391.7777777777778,1416.6666666666667,1234.888888888889,1313.7777777777778,1679.7777777777778,1388.2222222222222,1388.888888888889,15.0,31.965111111111113,29.909555555555553,30.781,28.938999999999997,2486.8888888888887,846.3333333333334,2486.777777777778,572.2222222222222,34.55555555555556,0.0,1.0
CPT9,34.5215,33.261250000000004,5.564,4.0169999999999995,1.89225,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.236,0.0,0.0,0.0,5.1665,0.1175,-4.996,0.091875,1.904,0.199,1.9055,0.1975,3.362625,0.0,2.551,0.0,1.802,0.0,1.5,0.0,1.024375,0.0011250000000000001,48.968999999999994,42.317,39.917500000000004,967.875,1391.5,1413.25,1242.75,1307.375,1673.0,1386.875,1388.875,15.0,29.3215,30.35775,30.069625000000002,30.473,2491.0,1127.875,2491.0,611.875,29.0,0.0,1.0
CPT10,-16.21275,-17.365125,5.509,4.009,1.915625,3.25225,2.457,1.198375,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.188375000000001,0.112875,-4.98325,0.0865,1.9100000000000001,0.195,1.908625,0.20025,3.364,0.0,2.551,0.0,1.8035,0.0,1.495,0.0,1.0227499999999998,0.00125,13.257,7.457,6.23625,964.875,1387.25,1399.0,1230.875,1280.125,1628.0,1374.0,1377.0,18.0,-18.42375,-13.39175,-15.242,-12.609,2499.5,2216.75,2500.75,662.125,33.0,0.0,1.0
CPT11,50.1095,48.743875,5.58475,4.01725,1.8725,3.2455,2.451,1.19625,0.0,0.0,0.0,0.0,3.238,0.0,0.0,0.0,5.158125,0.118875,-4.99475,0.094,1.901,0.2,1.9024999999999999,0.197625,3.36,0.0,2.549125,0.0,1.8,0.0,1.5,0.0,1.02,0.0015,65.229,57.528999999999996,54.841499999999996,967.75,1391.75,1418.25,1228.125,1314.625,1682.375,1389.25,1390.5,14.25,39.0895,35.834,36.954125,35.834,2485.75,779.375,2485.75,646.5,27.5,0.0,1.0
