THERM_FPGA,THERM_DCB,VMON_6V,VMON_3V7,VMON_1V8,VMON_3V3D,VMON_2V5D,VMON_1V2D,VMON_VCC_FLASH0,VMON_VCC_FLASH1,VMON_VCC_FLASH2,VMON_VCC_FLASH3,VMON_3V3_HK,VMON_GND,GND_RES,GND_RES2,SPE_P5_V,SPE_P5_C,SPE_N5_V,SPE_N5_C,SPE_1VA8_V,SPE_1VA8_C,SPE_1VAD8_V,SPE_1VAD8_C,SPE_3VD3_V,SPE_3VD3_C,SPE_2VD5_V,SPE_2VD5_C,SPE_1VD8_V,SPE_1VD8_C,SPE_1VD5_V,SPE_1VD5_C,SPE_1VD0_V,SPE_1VD0_C,SPE_FPGA_T,SPE_ADC0_T,SPE_ADC1_T,PFPS_DCB_1V8,PFPS_DCB_3V7,PFPS_DCB_5V,PFPS_SPE_1V5,PFPS_SPE_2V3,PFPS_SPE_3V6,PFPS_SPE_P5V5,PFPS_SPE_N5V5,PFPS_MOT_A,PFPS_PA3_T,PFPS_PA2_T,PFPS_PA1_T,PFPS_PA0_T,PFPS_CAR_T,PFPS_PFPS_T,PFPS_BAT_T,VMON_PDU_COMMS,VMON_PDU_PFPS,VMON_PDU_CAROUSEL,ADC_PWR
43.589,42.116,5.576,4.018,1.882,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.236,0.0,0.0,0.0,5.177,0.113,-4.996,0.093,1.904,0.2,1.909,0.19,3.36,0.0,2.551,-0.0,1.8,-0.0,1.5,-0.0,1.026,0.001,55.503,49.94,47.74,968,1392,1416,1250,1314,1683,1390,1391,14,30.473,25.895,27.26,26.349,2488,882,2488,652,25,0,1
43.734,42.257,5.576,4.016,1.88,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.236,0.0,0.0,0.0,5.163,0.117,-4.986,0.093,1.901,0.2,1.911,0.181,3.36,0.0,2.551,-0.0,1.802,-0.0,1.5,-0.0,1.013,0.002,55.656,50.067,47.857,967,1391,1416,1192,1309,1665,1385,1386,15,30.473,25.895,27.26,25.895,2487,879,2487,653,30,0,1
43.878,42.352,5.576,4.018,1.882,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.238,0.0,0.0,0.0,5.163,0.119,-4.996,0.095,1.904,0.2,1.911,0.183,3.36,0.0,2.551,-0.0,1.8,-0.0,1.5,-0.0,1.026,0.001,55.92,50.317,48.1,968,1392,1416,1250,1314,1683,1390,1391,15,30.935,26.349,27.717,26.349,2488,878,2488,651,25,0,1
44.023,42.493,5.576,4.018,1.881,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.236,0.0,0.0,0.0,5.163,0.123,-4.986,0.099,1.904,0.2,1.911,0.184,3.36,0.0,2.551,-0.0,1.8,-0.0,1.5,-0.0,1.026,0.001,56.343,50.507,48.281,968,1392,1416,1250,1313,1682,1389,1390,14,30.935,26.349,27.717,26.804,2488,876,2488,656,25,0,1
44.169,42.635,5.576,4.018,1.882,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.236,0.0,0.0,0.0,5.15,0.128,-4.975,0.104,1.901,0.2,1.909,0.185,3.36,0.0,2.551,-0.0,1.802,-0.0,1.5,-0.0,1.013,0.002,56.5,50.636,48.4,968,1392,1417,1250,1314,1683,1389,1390,15,31.398,26.804,28.174,26.804,2488,874,2488,651,25,0,1
44.266,42.778,5.578,4.018,1.881,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.238,0.0,0.0,0.0,5.15,0.131,-4.975,0.107,1.904,0.2,1.909,0.187,3.36,0.0,2.551,-0.0,1.8,-0.0,1.5,-0.0,1.026,0.001,56.769,50.698,48.644,968,1392,1416,1249,1314,1682,1388,1390,15,31.398,26.804,28.174,26.804,2488,872,2488,653,25,0,1
44.412,42.92,5.578,4.018,1.881,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.236,0.0,0.0,0.0,5.15,0.132,-4.975,0.108,1.904,0.2,1.909,0.186,3.36,0.0,2.551,-0.0,1.8,-0.0,1.5,-0.0,1.023,0.001,56.985,50.889,48.827,968,1392,1416,1250,1314,1682,1388,1390,15,31.398,26.804,28.633,27.26,2488,870,2488,651,25,0,1
44.558,43.015,5.578,4.016,1.881,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.238,0.0,0.0,0.0,5.163,0.116,-4.996,0.093,1.901,0.2,1.914,0.179,3.36,0.0,2.551,-0.0,1.8,-0.0,1.5,-0.0,1.023,0.001,57.146,51.02,48.949,968,1392,1417,1250,1315,1684,1390,1391,15,31.398,27.26,28.174,26.804,2486,867,2487,652,31,0,1
44.655,43.158,5.578,4.018,1.881,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.238,0.0,0.0,0.0,5.163,0.117,-4.996,0.094,1.901,0.2,1.911,0.182,3.36,0.0,2.551,-0.0,1.8,-0.0,1.5,-0.0,1.026,0.001,57.583,51.213,48.949,968,1392,1417,1250,1315,1683,1390,1391,15,31.862,27.26,28.633,27.26,2487,866,2487,652,25,0,1
44.802,43.254,5.576,4.02,1.878,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.238,0.0,0.0,0.0,5.163,0.12,-4.996,0.096,1.901,0.2,1.911,0.183,3.36,0.0,2.551,-0.0,1.8,-0.0,1.5,-0.0,1.023,0.001,57.583,51.407,49.133,968,1392,1417,1250,1314,1683,1390,1391,14,31.862,27.26,28.633,27.717,2488,864,2487,653,25,0,1
