bad_file_column_0based
212
217
221
226
231
235
244
245
249
254
258
263
277
331
332
333
526
535
540
549
558
563
567
572
577
581
586
590
595
604
609
618
623
1905
1914
1919
1933
1937
1942
1946
1947
1951
1956
1961
1964
1965
1966
1969
1970
1971
1973
1974
1975
1977
1978
1979
1980
1982
1983
1985
1986
1987
1988
1989
1990
1991
1993
1994
1995
1996
1997
1998
1999
2001
2002
2003
2005
2006
2007
2009
2010
2011
2012
2014
2015
2017
2018
2019
2020
2021
2022
2025
2029
2030
2033
2034
2038
2039
2043
2044
2047
