bad_file_column_0based
203
212
217
221
226
231
235
244
245
249
254
258
263
268
277
286
295
331
332
333
521
526
535
540
549
554
558
563
567
572
577
581
586
590
591
595
604
609
613
614
618
623
627
1905
1914
1919
1933
1937
1942
1946
1947
1951
1956
1965
1969
1970
1974
1979
1983
1988
1993
1997
2002
2006
2007
2011
2017
2020
2025
2030
2034
2039
