CPT,0.1,0.7,1.1,3.1,5.1,10.1,15.1,20.1,25.1,30.1,35.1,40.1,45.1,50.1,60.1,70.1
CPT2,0.9609345819719758,1.4743224183907073,1.479013038159382,1.4723842997489447,1.440915615929639,1.3256717412753656,1.2032382706306752,1.1206850015780585,1.065505655386949,1.1200058395759103,1.2157067995564617,1.3281972847958459,1.4165377982077785,1.4237881481992771,1.1284238693640083,0.5684796046405453
CPT3,0.9540535160571973,1.456871451953739,1.4620822779074785,1.4554094601465624,1.4225453828021053,1.3063538758171882,1.1829328756808628,1.0992191354347507,1.0429407548477827,1.0944574018959656,1.1875731715542046,1.2966652961811391,1.3825646219294383,1.3897147140275545,1.1026651970499888,0.5521898584832833
CPT4,0.9054469017193939,1.3796891571139533,1.3881333503612934,1.3868011046134538,1.3505559728631755,1.239841334136325,1.1190050491988328,1.0342676284460128,0.975901689742286,1.0186500648962522,1.101046512763872,1.1996808750262673,1.2821795912297662,1.2949697079408444,1.0271251840821882,0.4803206645084635
CPT5,0.9067451646191269,1.6113319888552533,1.6120845186407333,1.589993391794546,1.569409483067904,1.4500500441629791,1.3153519754725203,1.2260339653415695,1.1708761422432157,1.2393639925744573,1.3568682169446418,1.4918361336868664,1.5957827399513815,1.582552657021058,1.225603583291375,0.7204837964187414
CPT6,0.906225345798264,1.38021720928966,1.3887026114133425,1.3867889712952062,1.3512290332736188,1.2397724813616917,1.120735700159455,1.0350107424301944,0.9764008928974502,1.0187751624091215,1.1010957121619245,1.1988467370568336,1.283791868569317,1.295250701036831,1.028151008195928,0.4837519625001736
CPT7,0.8790630732587781,1.6353431567528904,1.637160149942103,1.611010010544178,1.5876591682692385,1.4696063086974505,1.3412310168434263,1.2465027181081318,1.192877251338894,1.264795998164843,1.3864073500698684,1.5345138376716214,1.645169029321803,1.6302498929097275,1.2555107786112025,0.7514085268648582
CPT8,0.903257385541762,1.3746248480297514,1.3824767783486192,1.3804648170307887,1.3484002894427498,1.2340719925580572,1.1128715914380303,1.0283352510461026,0.9692055495416513,1.0112242536984264,1.09096140182865,1.1855608837113185,1.2628217796747188,1.2719095618687937,1.0165879422412938,0.47024722812516845
CPT9,0.9516086766901164,1.4533104425125971,1.4586754728216353,1.4509590534687478,1.4183120485623562,1.3007436943610686,1.17814459877558,1.091459285394486,1.033610342356114,1.0805528115312724,1.1773609532270242,1.2756853343740098,1.3606754028557626,1.3653665722929136,1.0887740662289949,0.5512253559823181
CPT10,0.890881937032404,1.6268843240222408,1.6282036988581154,1.6030145611185547,1.5811785924251571,1.4619307899849792,1.3286054226779633,1.238263405990819,1.1842393706885832,1.2535639045732623,1.373880610052395,1.5196233468738187,1.62716711915064,1.6111277246746158,1.2543081485267564,0.7398785379154563
CPT11,0.9112930478316397,1.3877442762280718,1.3957009207099553,1.3931482050197583,1.3599971669858717,1.2458855248734764,1.1265503668183465,1.042069313727326,0.9833406978872095,1.026199949583653,1.1083023196068604,1.2066956413554102,1.2816496472246997,1.299233267220299,1.03412023099309,0.4869804949935587
CPT12,0.9062814168404995,1.613813967998899,1.6140675952200678,1.5913131883484606,1.5699804582458585,1.4481278625747747,1.3102545766147604,1.2235466712545409,1.1678548394667976,1.2358795714012527,1.3545217637370968,1.4909753325127884,1.6009832265760877,1.5908483594189538,1.2313865386608456,0.7265699462669638
CPT13,0.9420206809376702,1.566681928472155,1.566103564972714,1.5512921000620394,1.5312872042447843,1.4071819161581147,1.270979154968368,1.185413167632221,1.128456075256378,1.188139109122982,1.2954149235386023,1.419374656069227,1.5047995382076602,1.5109378564626235,1.1774327363184953,0.67303372829181
CPT15,0.9426887312891429,1.4359525627778666,1.4421778393160558,1.4357832105653936,1.4015972543417177,1.2855818449005896,1.1613870956189813,1.0765072923988093,1.017343071250215,1.064791526827409,1.1520414455808412,1.256457959875267,1.3385076319511453,1.3460486598652786,1.0770700783866594,0.5330235055365811
CPT16,0.9552451016820309,1.4612980795344714,1.4666588100591644,1.458936235066874,1.4260572985818718,1.309199939247389,1.1867935822416988,1.1001642104509728,1.0415167037237192,1.090055503103006,1.1793851199269336,1.2883154447960221,1.3719399383060202,1.375131397323308,1.0966217963564258,0.5593672274432349
