THERM_FPGA,THERM_DCB,VMON_6V,VMON_3V7,VMON_1V8,VMON_3V3D,VMON_2V5D,VMON_1V2D,VMON_VCC_FLASH0,VMON_VCC_FLASH1,VMON_VCC_FLASH2,VMON_VCC_FLASH3,VMON_3V3_HK,VMON_GND,GND_RES,GND_RES2,SPE_P5_V,SPE_P5_C,SPE_N5_V,SPE_N5_C,SPE_1VA8_V,SPE_1VA8_C,SPE_1VAD8_V,SPE_1VAD8_C,SPE_3VD3_V,SPE_3VD3_C,SPE_2VD5_V,SPE_2VD5_C,SPE_1VD8_V,SPE_1VD8_C,SPE_1VD5_V,SPE_1VD5_C,SPE_1VD0_V,SPE_1VD0_C,SPE_FPGA_T,SPE_ADC0_T,SPE_ADC1_T,PFPS_DCB_1V8,PFPS_DCB_3V7,PFPS_DCB_5V,PFPS_SPE_1V5,PFPS_SPE_2V3,PFPS_SPE_3V6,PFPS_SPE_P5V5,PFPS_SPE_N5V5,PFPS_MOT_A,PFPS_PA3_T,PFPS_PA2_T,PFPS_PA1_T,PFPS_PA0_T,PFPS_CAR_T,PFPS_PFPS_T,PFPS_BAT_T,VMON_PDU_COMMS,VMON_PDU_PFPS,VMON_PDU_CAROUSEL,ADC_PWR
-21.328,-22.569,5.502,4.008,1.917,3.256,2.459,1.199,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,5.19,0.106,-4.986,0.085,1.911,0.194,1.911,0.193,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,10.271,4.969,4.019,965,1387,1398,1243,1279,1627,1374,1376,19,-18.711,-12.511,-14.465,-11.725,2500,2266,2502,671,31,0,1
-21.167,-22.484,5.504,4.006,1.916,3.256,2.459,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.19,0.111,-4.975,0.086,1.909,0.195,1.914,0.185,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.013,0.002,10.207,4.893,3.942,965,1386,1398,1195,1275,1613,1370,1373,18,-19.093,-12.903,-14.854,-11.725,2499,2265,2502,668,38,0,1
-21.167,-22.484,5.502,4.008,1.917,3.256,2.459,1.199,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,5.19,0.113,-4.975,0.088,1.911,0.195,1.916,0.187,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,10.392,4.969,4.019,965,1387,1398,1244,1280,1628,1374,1376,19,-18.711,-12.511,-14.465,-11.331,2500,2265,2502,671,31,0,1
-21.086,-22.4,5.504,4.008,1.917,3.256,2.459,1.199,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,5.19,0.117,-4.975,0.091,1.911,0.195,1.914,0.188,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,10.512,4.969,4.156,965,1387,1398,1244,1279,1626,1374,1376,19,-18.711,-12.511,-14.465,-11.331,2500,2264,2502,668,31,0,1
-20.926,-22.317,5.506,4.006,1.916,3.256,2.459,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.121,-4.965,0.095,1.909,0.194,1.914,0.19,3.363,-0.0,2.551,-0.0,1.805,-0.0,1.493,-0.0,1.013,0.002,10.449,5.028,4.079,964,1386,1398,1194,1275,1615,1370,1372,18,-19.093,-12.903,-14.854,-11.725,2499,2263,2501,664,39,0,1
-20.846,-22.15,5.504,4.008,1.917,3.256,2.459,1.199,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,5.177,0.123,-4.965,0.098,1.911,0.194,1.914,0.192,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.495,-0.0,1.026,0.001,10.633,5.104,4.156,965,1387,1398,1243,1280,1629,1373,1376,18,-18.711,-12.511,-14.465,-11.331,2500,2262,2502,667,31,0,1
-20.766,-22.15,5.504,4.008,1.917,3.254,2.459,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.124,-4.965,0.099,1.911,0.195,1.914,0.191,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,10.633,5.238,4.156,965,1387,1398,1244,1279,1627,1373,1376,18,-18.711,-12.511,-14.465,-11.725,2500,2262,2502,670,31,0,1
-20.687,-21.984,5.504,4.004,1.916,3.254,2.459,1.199,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,5.19,0.11,-4.986,0.084,1.909,0.195,1.916,0.182,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.013,0.002,10.69,5.163,4.215,965,1386,1398,1195,1277,1616,1371,1373,18,-19.093,-12.903,-14.854,-11.725,2499,2260,2501,669,38,0,1
-20.608,-21.901,5.504,4.008,1.917,3.256,2.459,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.19,0.111,-4.986,0.086,1.911,0.195,1.916,0.185,3.363,-0.0,2.551,-0.0,1.805,-0.0,1.493,-0.0,1.026,0.001,10.874,5.238,4.292,965,1387,1398,1244,1280,1627,1374,1377,18,-18.711,-12.511,-14.465,-11.725,2500,2260,2502,668,31,0,1
-20.529,-21.818,5.504,4.008,1.917,3.254,2.459,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.19,0.114,-4.975,0.088,1.911,0.195,1.914,0.187,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,10.874,5.372,4.292,965,1387,1398,1244,1280,1628,1374,1376,19,-18.711,-12.903,-14.465,-11.725,2500,2259,2502,668,31,0,1
-20.45,-21.736,5.504,4.006,1.921,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.118,-4.975,0.093,1.909,0.195,1.914,0.189,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.495,-0.0,1.013,0.002,10.811,5.298,4.351,964,1386,1398,1194,1276,1615,1370,1372,18,-19.093,-12.903,-14.854,-11.725,2499,2258,2501,663,38,0,1
-20.371,-21.654,5.504,4.008,1.917,3.256,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.121,-4.975,0.095,1.911,0.195,1.914,0.19,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.495,-0.0,1.026,0.001,10.994,5.506,4.428,965,1387,1398,1244,1280,1628,1374,1376,18,-18.711,-12.903,-14.465,-11.725,2500,2258,2502,665,31,0,1
-20.293,-21.572,5.504,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.123,-4.975,0.098,1.911,0.195,1.914,0.19,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.495,-0.0,1.026,0.001,10.994,5.506,4.563,965,1387,1398,1244,1280,1628,1373,1376,19,-18.711,-12.903,-14.854,-11.725,2500,2257,2502,665,31,0,1
-20.214,-21.491,5.504,4.008,1.919,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.123,-4.965,0.098,1.911,0.195,1.914,0.189,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,11.114,5.64,4.563,964,1387,1398,1194,1276,1615,1370,1372,18,-19.093,-12.903,-14.854,-12.118,2500,2256,2502,666,31,0,1
-20.136,-21.41,5.504,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.19,0.11,-4.986,0.085,1.911,0.195,1.916,0.182,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,11.114,5.64,4.563,965,1387,1398,1244,1280,1628,1375,1377,18,-18.711,-12.903,-14.854,-11.725,2500,2255,2502,668,31,0,1
-20.058,-21.328,5.504,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.19,0.112,-4.986,0.087,1.911,0.195,1.916,0.185,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.495,-0.0,1.026,0.001,11.234,5.64,4.563,965,1387,1398,1245,1280,1629,1374,1376,18,-18.711,-12.903,-14.854,-11.725,2500,2255,2502,664,31,0,1
-19.903,-21.248,5.506,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.19,0.115,-4.975,0.09,1.911,0.195,1.914,0.187,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.495,-0.0,1.026,0.001,11.234,5.64,4.699,965,1387,1398,1244,1280,1628,1374,1376,18,-18.711,-12.511,-14.854,-11.725,2500,2254,2502,672,31,0,1
-19.826,-21.167,5.504,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.118,-4.975,0.093,1.911,0.195,1.914,0.189,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,11.354,5.774,4.699,965,1387,1398,1244,1280,1630,1374,1376,18,-18.711,-12.903,-14.854,-11.725,2500,2253,2501,668,31,0,1
-19.749,-21.086,5.504,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.122,-4.975,0.097,1.911,0.195,1.911,0.193,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,11.354,5.774,4.699,965,1387,1398,1244,1279,1628,1374,1376,18,-18.711,-12.903,-14.854,-11.725,2500,2253,2502,670,31,0,1
-19.672,-21.006,5.506,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.124,-4.965,0.099,1.911,0.195,1.911,0.194,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.495,-0.0,1.013,0.002,11.354,5.774,4.834,965,1387,1398,1244,1280,1630,1374,1376,18,-18.711,-12.903,-14.854,-11.725,2500,2252,2502,667,31,0,1
-19.595,-20.926,5.506,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.121,-4.975,0.096,1.911,0.195,1.914,0.19,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,11.474,5.907,4.834,965,1387,1398,1244,1280,1628,1374,1376,18,-18.711,-12.903,-14.854,-11.725,2500,2251,2502,669,31,0,1
-19.519,-20.846,5.506,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.19,0.111,-4.986,0.085,1.911,0.195,1.916,0.184,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,11.593,5.907,4.834,965,1387,1398,1245,1280,1629,1375,1377,18,-18.711,-12.903,-14.854,-11.725,2500,2251,2502,667,31,0,1
-19.442,-20.766,5.506,4.008,1.918,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.19,0.113,-4.986,0.088,1.911,0.195,1.914,0.187,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,11.593,5.907,4.834,966,1387,1399,1245,1281,1630,1375,1377,18,-18.711,-12.903,-14.854,-12.118,2499,2249,2501,667,38,0,1
-19.366,-20.687,5.506,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.19,0.115,-4.975,0.09,1.911,0.195,1.914,0.188,3.363,-0.0,2.551,-0.0,1.805,-0.0,1.493,-0.0,1.026,0.001,11.593,6.04,4.834,965,1387,1399,1244,1280,1629,1374,1377,18,-18.711,-12.903,-14.854,-11.725,2500,2249,2502,664,31,0,1
-19.29,-20.608,5.506,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.119,-4.975,0.094,1.911,0.195,1.914,0.189,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,11.713,6.04,4.969,965,1387,1398,1245,1280,1630,1374,1377,19,-18.711,-12.903,-14.854,-11.725,2500,2248,2502,669,31,0,1
-19.214,-20.529,5.504,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.123,-4.975,0.098,1.911,0.195,1.914,0.19,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,11.713,6.04,4.969,965,1387,1398,1244,1280,1629,1374,1376,18,-18.711,-12.903,-14.854,-11.725,2500,2247,2502,667,31,0,1
-19.139,-20.45,5.506,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.177,0.124,-4.965,0.099,1.911,0.195,1.914,0.19,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.493,-0.0,1.026,0.001,11.713,6.04,4.969,965,1387,1398,1244,1280,1629,1374,1376,18,-18.711,-12.903,-14.854,-11.725,2500,2247,2502,669,31,0,1
-19.063,-20.371,5.506,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.19,0.11,-4.986,0.085,1.911,0.195,1.916,0.182,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.495,-0.0,1.026,0.001,11.832,6.173,4.969,965,1387,1398,1245,1281,1630,1375,1377,18,-18.711,-12.903,-14.854,-11.725,2500,2246,2502,669,31,0,1
-18.988,-20.293,5.506,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.19,0.11,-4.986,0.086,1.911,0.195,1.911,0.193,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.495,-0.0,1.026,0.001,11.832,6.173,5.104,965,1387,1399,1244,1280,1629,1375,1377,18,-18.711,-12.903,-14.854,-12.118,2500,2245,2501,665,31,0,1
-18.913,-20.214,5.506,4.008,1.917,3.254,2.458,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.19,0.11,-4.986,0.086,1.911,0.195,1.911,0.195,3.363,-0.0,2.551,-0.0,1.805,-0.0,1.495,-0.0,1.026,0.001,11.832,6.173,5.104,965,1387,1399,1244,1280,1629,1375,1377,18,-18.711,-12.903,-14.854,-11.725,2500,2245,2501,671,31,0,1
