CPT,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
CPT2,0.0014910308206026648,0.00103333762991836,-0.0004954827379755361,0.00010513357260959694,0.00011192111677526666,3.541771139659955e-05,-1.9004581532877472e-05,2.3678275647754282e-06,-7.876771856496494e-06,-4.489210271904964e-06,-1.6908454394834417e-07,-1.5872946319813975e-06,-2.524591425644808e-06,-4.1530364217057247e-16,4.273653913394737e-16,3.5979249093931465e-16
CPT3,0.002996639337695107,0.0007406087011282073,-0.00016279121425801622,-2.7152713237640742e-05,5.0654931703072786e-05,1.0602477791909869e-05,2.8909704167025014e-06,-4.5092505236258315e-06,2.2656652336208537e-06,5.36890719183687e-06,-3.5279792877709057e-06,2.284291981305894e-06,5.669731165767061e-06,9.527968691802613e-16,-9.02896464191616e-16,-1.0082402577757388e-15
CPT4,0.00792720490653809,-0.0005000795396806545,0.0002670967317875405,5.529179305633189e-05,0.0001637023960612893,-4.972599437784062e-05,5.0676986206915436e-05,1.9737347786453314e-05,1.225923833885758e-05,5.797480088468219e-06,1.3216936321126674e-06,-2.9211767958576216e-06,-5.647529590833245e-07,-6.201636426617085e-17,1.2213537473049207e-16,6.049848122469115e-17
CPT5,-0.009800224596230709,-9.709371696594703e-05,0.0003313180879123862,9.639259938942185e-05,6.178844687206909e-05,-7.025715226113962e-05,-3.324120570831983e-05,-1.2559834932712635e-05,-2.4101475791021333e-05,-1.9545184868293596e-06,-3.742416466558443e-07,7.568177541180277e-06,-4.951753367166757e-08,-3.903127820947816e-17,-1.1123914289701275e-16,3.6838479315626227e-16
CPT6,0.008012661975430544,-0.0006119662754116075,-1.3308688781820427e-05,-5.4842808256350996e-05,4.2211027353970115e-06,3.0080103135876612e-05,3.405172272711969e-05,-3.5534544278098925e-05,-7.672862648757213e-06,-1.921243567151688e-05,4.854512634578333e-06,4.20436831288511e-07,5.877674755934486e-07,2.6378638856572323e-16,-3.2851325826310784e-17,1.7889335846010823e-16
CPT7,-0.012898758955255388,-0.000755885130423481,-0.00030229437156344575,8.130209720173419e-05,-2.8097327844649796e-05,-3.9630548018335164e-05,2.218148440382285e-06,-3.1376532283666314e-05,3.084549529173508e-05,3.925120207972266e-06,8.153697940568513e-07,-1.9552288496313744e-06,6.470868581580755e-08,-5.5185890579512176e-17,-8.478460988836645e-17,-7.470152968425126e-17
CPT8,0.009084132295042487,-0.001033250395640307,-1.842468411889042e-05,8.006149231747556e-06,-2.7612518662349498e-05,2.3868032279588693e-05,-6.033425339716669e-05,-7.672808124421727e-06,-2.125425722668533e-05,9.26170569344295e-06,-2.315292766423213e-06,-6.560310597491372e-06,3.0337580039651456e-07,8.624828282122188e-17,-4.971066960846038e-17,-8.619949372346003e-16
CPT9,0.0036590672865888987,0.0006073993333616639,3.72406402012816e-05,-0.00014169750234970226,-4.5515991160866584e-05,-9.4885301171895e-07,3.562277622120632e-05,-3.247450223425253e-05,-5.3229712928219025e-06,1.3758625351801435e-05,-3.774555163263242e-06,3.546601377946464e-06,-2.633219620990602e-06,-6.585443995676954e-16,2.5465198526253285e-16,4.803964301011709e-16
CPT10,-0.011574611731936328,-0.000433313700137084,-0.00012081459024716576,6.3226964053429095e-06,-4.752353849482734e-05,8.260329343942136e-05,4.937864056051629e-05,3.052259228032879e-05,-2.2832371214728093e-05,4.9234145069085945e-06,7.012483957483497e-06,4.7617841324038555e-07,3.7994514376226053e-07,2.1152784385192192e-16,-2.0274580625478933e-17,1.2495430037895439e-17
CPT11,0.007947259054705013,-0.0006713038513146033,-0.00012968001867396685,-2.7653435284606334e-05,-3.563832834969005e-05,3.3165746014044415e-05,-3.066628743428752e-05,2.9899426518739008e-05,2.172743629639268e-05,-1.3755869196063194e-06,-1.239186308893002e-06,9.972950161458141e-06,-8.816138554911166e-07,-3.2482697087665713e-16,5.453536927602087e-17,9.29486522471823e-16
CPT12,-0.009051714739283796,-6.766286016381907e-05,0.00011882269951824865,-0.00011316451944743682,7.488574550973794e-06,1.3207978935904396e-05,3.25485066134004e-06,1.6862406541153093e-05,2.366426975770777e-06,-9.200496412975552e-06,-1.7260082002758595e-05,-3.894058910861077e-06,-3.660591822215196e-07,-2.1342519765377155e-16,2.325613659981407e-16,-3.5044124720162717e-16
CPT13,-0.005630502366834926,0.0005842775103100551,0.00024623410630079836,-0.00017621179905150472,3.5663641355910994e-05,1.7237710248307376e-05,-4.66196501200211e-05,4.347367032885886e-06,1.4636976600730081e-05,-8.48779208587786e-07,1.2696782514236e-05,-3.2347465885642795e-06,-1.8353648005695048e-07,1.5932350924674488e-16,1.1221492485224971e-17,4.926343621231011e-17
CPT15,0.004370488973454083,0.0004304746231076583,-0.00016653204309531963,-1.2727831853398327e-05,-0.00013005957038971335,-0.00015332035711778766,7.843764810297693e-06,2.3302269371848776e-05,-7.568681515413066e-06,-4.328502993818841e-06,2.8998209316822795e-06,-2.280384857933032e-06,1.567738932389124e-07,1.7352655770630498e-16,2.924635360279648e-17,-6.14742631799281e-17
CPT16,0.003467327739484288,0.0007744576719115203,0.0004086160829938968,0.0002010017015864207,-0.00012099293515188388,6.769985154517157e-05,3.9281181482027084e-06,-2.911764719430005e-06,1.2528152808797055e-05,-1.6257230752299325e-06,-9.402417444076962e-07,-1.8354350741194403e-06,4.098889267304227e-08,-1.349831704744453e-17,1.8919327909872052e-17,-1.354575089249077e-16
