CPT,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
CPT2,0.03357342700968751,0.03490918534048386,-0.02940522936481675,-0.004816109953313774,0.00032808122277398766,-0.0009365905680519494,-0.0005597785536179166,-3.571896958290931e-05,-0.0009370431470968575,0.000499715916751001,-0.00015796288127432195,-0.0001664121692497699,-0.0001546782893517343,1.0814916670542907e-15,7.946768243449753e-15,-9.587708231506564e-15
CPT3,0.12515627696725568,0.027152185416453582,-0.014791189381776069,0.00018283696001152386,-0.0017146429363576968,0.0004434082273782312,-0.0009520238134233649,0.0005813439035924177,0.0017282816946668014,-0.0007247848260933075,0.0005354451317932159,0.00027166821817922737,0.00014104579197427069,-9.673034942481173e-15,-4.747938153748521e-15,2.4068204027005713e-14
CPT4,0.4254252903171441,-0.02919949665891147,-0.0038125242171363483,-0.00011337693344033728,-0.003591654199596145,0.0007321291111965168,0.00017333444482763027,0.0006617159236134498,0.0003887578286381199,-0.0007997526036409644,-0.0006724438630043364,-0.0003933436129242157,0.00010885425254138735,-3.704718823382969e-15,3.29250515740398e-15,-2.2126397936084174e-14
CPT5,-0.4841803961830234,-0.00426347859237982,0.005230042710598515,-0.005676611697816095,0.0020789695543913383,0.0040153439175900476,-0.0014731345886603298,0.0008272539124106124,-0.0003829825832826275,-4.960736901679988e-05,-0.0006470692598680265,0.0002908282078845706,0.00014100631296014125,9.697754752013843e-15,-1.9748092050519972e-14,5.74280206722122e-15
CPT6,0.4228342452886328,-0.02853517641257645,-0.002828439043704563,0.0018776701618376176,-0.004009802599687445,0.001547653328889076,0.0017114535026850342,7.265410868252664e-05,-0.0016372738168855122,-0.00019308777405900937,0.00030261018793719535,0.00033081937532005584,-0.0001968734261798711,-1.7837727822600513e-14,-5.190292640122607e-15,1.817903466649895e-14
CPT7,-0.6006076320925912,-0.03319408717079829,-0.006786917770639431,-0.00043390048389022745,0.0010973991722533563,0.0014615670676180396,0.0039621691993622365,-0.0005273480488858125,0.0013429884833907266,0.00037161030590192323,0.00016233852270446797,-9.054128076410595e-05,-0.0001940575072386999,9.226560487851643e-15,1.1747547379314938e-14,-1.0711917464156784e-15
CPT8,0.46372032716073275,-0.02824143009135481,0.009289158559510305,-0.0035118883632869885,0.004587579683673404,0.0004973972915922126,-0.0033887704210455658,0.0011518976420292794,0.0003682266845709409,0.0002875960093129924,0.0005748713560352267,-0.00014012470229234075,-0.00017469337856437263,-1.2656976161595779e-14,2.0535656508613442e-14,6.770625726737478e-15
CPT9,0.16665383136461157,0.027891551086424375,0.007443413293775722,0.003307164461559398,0.0016490913563423897,0.003544513755375353,-0.0006532167310074524,-0.004049133771058002,-0.00010331660352718396,-0.00014324202124126398,4.232634047120036e-05,-0.00012688701792916424,-1.684572686254729e-05,-4.794016746079155e-15,3.9065972678997696e-15,-6.72487239505859e-15
CPT10,-0.5578893856377607,-0.0203231793795231,-0.005324904511347449,0.004217599149725526,0.004710797261247464,-0.003761369933016211,-0.0010873549756861348,-0.000447630271627808,-0.0009620477974709093,-0.0008977833580718353,0.00012308535091409487,-1.7352193587678866e-05,5.864748287620798e-05,-2.494272149933252e-14,-1.1622647289044608e-15,2.336672522140759e-15
CPT11,0.4013202119331904,-0.019822955337283045,0.0021599034556264995,-0.0037555719458415154,0.0005711287003968904,-0.003739379531757345,0.0013297898665509816,-0.0018904978915923812,0.00020777858414020717,0.0006818769803779781,-9.227859735518387e-05,0.0001620700059740618,0.00035695785640061945,3.088675148976705e-14,-2.0483614804334138e-14,-7.038640503775895e-15
CPT12,-0.48873423946879546,-0.006468850408284035,0.0027785096340352047,0.005068608134578059,-0.0065514721174318585,-3.6528371683000133e-06,-0.003016920284612437,0.0003749863362711575,-0.00011306357622397484,0.0008766938064690144,0.00020273663222966296,-0.00010383576018756224,0.00013475406392491826,1.4654510244183072e-14,8.951173136040325e-16,-7.454974138010328e-15
CPT13,-0.27547087148029753,0.030798827226353513,0.02279451309338343,-0.006480137213441102,-0.003950492309385326,-0.002804931855652535,0.0010299479526979308,-3.768251693409344e-05,-9.06302243468167e-05,-0.0004738039526517891,0.00014733070599447402,-6.784861958208932e-05,-0.0001726263737409587,-1.4489711513965275e-14,8.316264343832813e-15,2.1853178988617827e-15
CPT15,0.2341950755766493,0.016952244581497404,0.005868067513786008,0.00654420095438607,0.0015644128679827528,-0.002275859472575894,-0.00035581299449033085,0.0007772549742802309,0.0008371253020412646,0.0003321244796411424,-0.0007768606079624207,0.00020571917410391188,-0.00027944707067964047,1.4073269459513593e-14,-5.747138875911162e-15,8.11460273975051e-15
CPT16,0.13400383924456444,0.032344660399896176,0.0073855960287068905,0.003589516768928158,0.003230604343397163,0.0012797714985808414,0.0032803173964228664,0.0025409046688000692,-0.0006468008286158126,0.00023244440632063604,0.0002558709813880655,-0.00015475962494578173,0.0002479560119378176,4.8728924541274754e-15,4.501607420159814e-16,-1.3078297125823646e-14
