CPT,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
CPT2,-0.00210275044845849,-0.0006409724472916376,-0.0005354942946485993,1.8982604130302854e-05,-2.5289424949676286e-05,-3.957252488721841e-06,6.049152644108666e-06,-2.120915958944258e-06,-5.824590795821882e-06,7.622808240727265e-07,1.388220704469736e-06,-1.9025030250783474e-06,4.063205344660443e-07,-2.4901955497647066e-15,-1.1935168565263554e-15,-1.4852214510335804e-15
CPT3,-0.003488734438502769,-0.0005828239114888305,-0.00021772345109029347,3.186675999805381e-06,1.5138890742061344e-05,1.5475931753868895e-05,-7.70904575812017e-06,6.181136524516424e-06,1.2225742467004611e-05,-4.977822672343581e-06,-2.9328834777417345e-06,3.176112533156294e-06,-5.905035121975591e-07,3.91611114196333e-15,1.569450407308548e-15,2.403432270911554e-15
CPT4,-0.01024630158243046,0.0006288054281724997,-1.213599132928421e-05,2.4540154563903077e-05,6.1351379010924495e-06,-6.144189282142505e-06,-2.6835174647260693e-05,2.3659790169609633e-05,-5.931323768708981e-06,5.222997889816391e-06,1.6383813376669425e-06,1.1348192166075479e-06,5.088372412355175e-07,6.138752700612926e-16,-2.356350791571371e-15,-1.0877258295460823e-15
CPT5,0.012558494906203616,1.8304296308937693e-05,4.334304584949764e-05,3.411789161060795e-05,-2.2670576690844626e-05,-4.886135295601544e-05,1.580058786632767e-05,1.3826057285625665e-05,2.177212979978017e-06,2.224177938281403e-06,4.266405808308238e-06,1.7865019062517345e-07,-7.204260963595372e-07,1.1924055492995578e-15,2.8680129018215927e-15,2.1793547869131125e-15
CPT6,-0.010332029893557578,0.0006588597116825479,-2.125671006345431e-05,5.306114727700492e-05,4.4376405819277756e-05,-1.4995744317290217e-05,-9.740617760236301e-06,-1.9923231839593346e-05,-8.544549675191463e-06,-3.312654671082751e-06,-1.9335911606630342e-06,-9.629704589790415e-07,-7.884040308453943e-07,1.4577098209067607e-16,3.748141120391013e-15,1.7951135369842497e-15
CPT7,0.01561692328198916,0.0008374775980269761,-0.00013159647823303964,-6.887108499262681e-05,9.263696349081176e-06,2.4784498091115877e-05,-1.546429915715963e-05,-8.35702747863413e-06,6.282861948240246e-06,-8.803059393582436e-07,5.382367884539628e-06,-5.487476145357717e-07,-9.44279489991165e-08,-8.463282158421848e-16,1.6906777627195835e-16,2.5760643618255585e-16
CPT8,-0.01029723670196055,0.000501915500095628,7.929257995519055e-05,-5.135512238858722e-07,-8.363099039540367e-05,4.320976204829011e-05,2.0074117834159176e-05,8.771286407097665e-06,2.4784452881486244e-06,2.5702308316478744e-06,-1.7112813587242398e-06,-1.278128452657755e-06,-4.3169206958437603e-07,-1.0583981607803494e-15,1.978967120383479e-15,1.0725469991312853e-15
CPT9,-0.004458504883207309,-0.000541886441229505,0.00012835233130800851,-6.40530299328269e-05,3.604160634357301e-05,1.5842564652838987e-05,1.53980813245654e-05,-3.042231174979037e-06,-1.7983751595214865e-05,2.965162852258327e-07,4.62140831169024e-06,1.7844495419567553e-06,-1.1728219920977283e-07,1.8076360720764573e-15,4.511636290255305e-16,8.780411293873858e-16
CPT10,0.014064449485837174,0.00047328763686862926,-2.7105949635027114e-05,-4.047617096861287e-05,-1.1617431992559245e-05,-1.2649670571938384e-05,8.238353776004732e-06,4.01416636829988e-06,-9.566604493673348e-06,-3.397537720185688e-06,-9.208962008224516e-06,6.838401705486045e-07,3.6776459954701145e-07,5.965280353015245e-16,-1.1635522189842873e-15,-9.435811507141345e-16
CPT11,-0.009341097878509572,0.0004103349565565775,6.494716276052694e-05,7.408102614340752e-06,-3.445211152777283e-05,-2.3319478029689425e-05,1.560373189466585e-05,-1.8810457838595992e-05,1.0473612344255915e-05,-2.290540950538873e-06,2.2348103239126175e-06,1.8020264466393331e-06,8.189128783267822e-07,1.0842021724855044e-15,-3.992317002161905e-15,-2.0688745855368396e-15
CPT12,0.010916778546790781,-0.00014457757711335679,0.0001030897631265034,9.657191100019562e-05,7.923118215627197e-05,3.1414612125353614e-05,1.1261373924790748e-05,-2.9688800581286964e-06,3.6542122411588546e-06,5.830432777928366e-06,-9.912288468809979e-07,-7.872885731123776e-08,3.859801342731041e-07,-3.878733272066892e-16,-1.700245846891768e-15,-1.3798641049223015e-15
CPT13,0.007427988535591573,-0.0007998042532792505,0.00026320512933488967,3.952868903385668e-05,-8.652319909032758e-05,7.193670953048922e-06,-2.5653801695225552e-05,-7.880112067666439e-06,-4.15795004035061e-06,-3.96794578917236e-06,4.2735600244334614e-07,-3.2046108236293393e-07,1.0647031722737198e-07,-6.698201021615446e-16,-3.2530808559069757e-16,-2.4578863250246386e-16
CPT15,-0.005999931157920264,-0.00028086145226516573,0.00017039343148817214,-3.013322112373944e-05,5.9814735703164887e-05,-7.57780180820124e-06,2.4734706226340318e-06,1.4977999038686199e-05,7.044828962214758e-06,-1.0484805827551988e-05,5.057626383225388e-07,-2.6720705337940874e-06,2.795657563071474e-07,-3.657284978336728e-15,-5.89724666669178e-16,-7.52219467270443e-16
CPT16,-0.0043180477718653765,-0.000538059045044027,9.26894311768771e-05,-7.335011798815182e-05,1.4182079632171145e-05,-2.0415550170498264e-05,-9.495930869297161e-06,-8.32757937735385e-06,7.671854137890219e-06,1.2404977023283497e-05,-3.6867661591366e-06,-9.962880748365973e-07,-1.3111560414561657e-07,-1.4151548856367047e-16,5.060987978526554e-16,-5.875291572698949e-16
