CPT,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
CPT2,-0.09149968409685111,-0.4893430534745727,-0.16786724529852678,0.08432613017491133,0.023286825060600806,0.039777613648818023,0.05435844377210448,-0.028272845584784437,0.0543578020198153,0.016266837443436984,0.016334212610102556,-0.03746627732647206,-0.012308766557660453,2.7951152171656603e-15
CPT3,-0.7793353565442621,-0.2937670067286326,-0.13154891786703912,0.0952056649213753,0.002647149969537096,-0.007188580545658414,0.055987260454898685,-0.00011773402478925612,0.023592457272621544,-0.04801763744565346,-0.015512518761241285,0.04735482704850406,0.017493633537589003,2.795115217165748e-15
CPT4,-2.4167370821413585,0.23082170408071065,0.06936116613545322,0.040312296055744226,0.026450869995827866,0.03244628628318035,-0.0012671486722157874,-0.014353270954932454,0.003091194632677839,0.04136158738888082,-0.025615511427365057,0.025849441265655273,-0.0472244342651418,2.7951152171656985e-15
CPT5,2.7768423613866253,0.2929936892366728,-0.19215308219191746,-0.0047644382529273355,-0.012402415166446436,0.015394943365876724,-0.03259944564864098,-0.11181337588581887,-0.02567617933749159,-0.007458601585719799,0.012693252768026526,0.0065970608222576405,0.00439510644951361,2.7951152171657514e-15
CPT6,-2.52585783627987,0.23728789511678447,0.08189915913779289,0.04850463810175445,0.046832801957865516,0.05713441016916012,-0.026836420139510864,-0.005149745150810297,0.006187270112022178,0.0356704116739286,-0.026605029370387348,-0.013455563925500146,0.04865952108753741,2.795115217165733e-15
CPT7,3.3337013929787873,0.21481959838878395,-0.004214430995750187,-0.043639115921216984,0.21208346048471147,-0.05781160704407212,0.045121116482928776,0.032315264394291325,-0.007028867110269211,-0.0030982813660931753,-0.003262512874283535,-0.004342246912238731,-0.002196903206873655,2.7951152171657056e-15
CPT8,-2.7376047382598787,0.4141428919577572,0.07991441403943088,-0.001975388474977605,-0.022551374612212592,-0.020348970281051898,-0.01723987078264652,0.001406134175117222,0.009893286852260649,-0.07359989320193343,-0.01005667789126175,-0.031886348779077776,-0.01398851480249808,2.7951152171656378e-15
CPT9,-0.9480616217484257,-0.20266316749821747,-0.128145368280783,0.09749577941868884,-0.05288613721484724,-0.03439478455400446,0.050704527224902256,0.023569803032623148,-0.09631219084872522,0.008890050575488112,-0.0024009586853114767,-0.014374548293500981,-0.0014139944616491144,2.7951152171657526e-15
CPT10,3.3125847315555426,0.25891836894678694,-0.20017409073269987,-0.017146648513322833,-0.08678604864217952,0.14093188260218512,-0.012388971926677136,0.0703353080930283,0.008912008547815329,-0.0019443537642499834,0.0009645194989453486,0.001974637257077482,-0.002939677572322049,2.7951152171657206e-15
CPT11,-2.546560776693182,0.2785475735682137,0.10507082293024694,-0.005560386758379749,-0.006948637951560031,-0.02339377281811067,0.01782438806876807,0.019871668482677005,0.007082306851388376,0.013174398598569271,0.06999133385683844,0.016176880716813783,0.007028405067402785,2.7951152171657967e-15
CPT12,3.1432197074917085,-0.16184832964267976,0.6260901777775881,0.019330043079153893,-0.07366227373465577,0.0018315481997050991,0.03328108455742837,-0.013587493221010079,0.0016061815828164211,-3.364461989283985e-05,-0.004734983512584125,-0.000962934438247759,0.001597221811121657,2.7951152171657147e-15
CPT13,1.4585287030295524,0.022038409411048957,-0.14097753028324247,0.03827348605111171,-0.08450887690951954,-0.17017668594790297,-0.0736697208174492,0.022096170622801458,0.03435921303625078,0.025322423752567536,-0.010718579998078948,-0.0010597570320354554,0.001879281044523428,2.795115217165723e-15
CPT15,-1.4431967737028237,-0.21354387317138493,-0.07864057340466268,-0.31509204003642066,-0.04606112682332837,-0.013539503951943175,0.04628670957290979,-0.009541825575035181,0.00048499311098752296,0.009075924123591893,-0.012237774824751538,0.0006351655814696759,0.004279348593155031,2.795115217165743e-15
CPT16,-0.5360230269755609,-0.5884047001912676,0.08138549903411213,-0.03527001984549191,0.07450578358620835,0.03933722087381924,-0.13956195214679964,0.013241941596642019,-0.020549476722167392,-0.015609221572922084,0.011161228611350393,0.004959664015292633,-0.005260226724699521,2.795115217165738e-15
