CPT,THERM_FPGA,THERM_DCB,VMON_6V,VMON_3V7,VMON_1V8,VMON_3V3D,VMON_2V5D,VMON_1V2D,VMON_VCC_FLASH0,VMON_VCC_FLASH1,VMON_VCC_FLASH2,VMON_VCC_FLASH3,VMON_3V3_HK,VMON_GND,GND_RES,GND_RES2,SPE_P5_V,SPE_P5_C,SPE_N5_V,SPE_N5_C,SPE_1VA8_V,SPE_1VA8_C,SPE_1VAD8_V,SPE_1VAD8_C,SPE_3VD3_V,SPE_3VD3_C,SPE_2VD5_V,SPE_2VD5_C,SPE_1VD8_V,SPE_1VD8_C,SPE_1VD5_V,SPE_1VD5_C,SPE_1VD0_V,SPE_1VD0_C,SPE_FPGA_T,SPE_ADC0_T,SPE_ADC1_T,PFPS_DCB_1V8,PFPS_DCB_3V7,PFPS_DCB_5V,PFPS_SPE_1V5,PFPS_SPE_2V3,PFPS_SPE_3V6,PFPS_SPE_P5V5,PFPS_SPE_N5V5,PFPS_MOT_A,PFPS_PA3_T,PFPS_PA2_T,PFPS_PA1_T,PFPS_PA0_T,PFPS_CAR_T,PFPS_PFPS_T,PFPS_BAT_T,VMON_PDU_COMMS,VMON_PDU_PFPS,VMON_PDU_CAROUSEL,ADC_PWR
CPT1,30.130875000000003,28.658625,5.5545,4.016249999999999,1.8955,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.1735,0.115875,-4.99225,0.092625,1.9055,0.198,1.907875,0.19487500000000002,3.363,0.0,2.551,0.0,1.802,0.0,1.49825,0.0,1.0227499999999998,0.00125,41.832625,36.66974999999999,35.02875,967.125,1390.75,1410.625,1236.625,1303.375,1664.875,1384.375,1386.5,15.0,25.32775,25.838250000000002,25.7815,26.235500000000002,2491.75,1216.25,2491.75,610.375,30.75,0.0,1.0
CPT2,31.8165,30.668,5.559,4.015000000000001,1.893875,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.1682500000000005,0.11574999999999999,-4.9935,0.092375,1.9049999999999998,0.198125,1.90775,0.19287500000000002,3.363,0.0,2.551,0.0,1.802,0.0,1.4995,0.0,1.0211249999999998,0.001375,43.313625,38.099125,36.40375,967.5,1390.625,1411.625,1229.5,1303.625,1664.5,1384.125,1386.125,15.0,27.659875,28.4035,28.460875,28.518250000000002,2491.5,1180.75,2491.375,607.25,31.25,0.0,1.0
CPT3,32.665499999999994,31.342375,5.5615000000000006,4.01525,1.8935,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.1682500000000005,0.116125,-4.99225,0.09275,1.9042499999999998,0.199,1.9075,0.193125,3.360375,0.0,2.551,0.0,1.8017500000000002,0.0,1.4995,0.0,1.0227499999999998,0.00125,47.01475,40.561875,38.307249999999996,967.625,1390.75,1412.5,1228.625,1305.375,1669.125,1385.75,1387.375,15.0,27.659875,28.518250000000002,28.40375,28.690375,2491.0,1169.375,2491.0,609.25,30.75,0.0,1.0
CPT4,50.867125,49.42275,5.58225,4.0177499999999995,1.873375,3.242,2.45,1.197,0.0,0.0,0.0,0.0,3.234,0.0,0.0,0.0,5.159750000000001,0.11775,-4.9935,0.09475,1.901,0.2,1.9052499999999999,0.19125,3.36,0.0,2.548,0.0,1.8,0.0,1.5,0.0,1.023,0.001,65.8115,58.09375,55.397125,968.125,1392.0,1418.0,1244.0,1316.625,1686.625,1391.0,1391.125,14.75,45.654,46.631,46.447625,46.631,2486.0,767.125,2486.0,591.25,31.0,0.0,1.0
CPT5,-13.51725,-14.649000000000001,5.5145,4.00975,1.91575,3.252,2.456,1.198,0.0,0.0,0.0,0.0,3.246,0.0,0.0,0.0,5.19,0.11175,-4.984624999999999,0.087625,1.9092500000000001,0.195,1.9100000000000001,0.1955,3.3635,0.0,2.551,0.0,1.802375,0.0,1.495,0.0,1.026,0.001,14.399750000000001,8.652999999999999,7.34825,965.875,1388.0,1400.25,1245.375,1283.0,1634.375,1375.875,1378.875,18.0,-18.5195,-16.9825,-17.607999999999997,-16.404,2499.125,2177.375,2500.875,682.375,28.375,0.0,1.0
CPT6,50.2305,48.842124999999996,5.584,4.01725,1.872875,3.24425,2.451,1.197,0.0,0.0,0.0,0.0,3.238,0.0,0.0,0.0,5.159750000000001,0.11775,-4.99475,0.094625,1.901,0.2,1.9052499999999999,0.19075,3.36,0.0,2.548375,0.0,1.8,0.0,1.5,0.0,1.02,0.00125,65.229,57.529,54.89375,967.75,1391.75,1417.875,1228.75,1314.875,1682.25,1389.625,1390.125,15.0,43.589999999999996,43.650499999999994,44.134750000000004,43.589999999999996,2485.875,780.0,2485.875,590.0,32.625,0.0,1.0
CPT7,-21.430374999999998,-22.696125,5.50625,4.00775,1.91775,3.256,2.459,1.199,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,5.19,0.111,-4.980499999999999,0.087,1.911,0.194125,1.9111250000000002,0.1955,3.363,0.0,2.551,0.0,1.802375,0.0,1.4932500000000002,0.0,1.024375,0.0011250000000000001,10.994,5.2715,4.189875000000001,964.875,1386.875,1398.25,1237.375,1278.625,1626.25,1374.25,1376.875,18.5,-21.5655,-17.175,-19.857,-17.175,2500.0,2272.5,2502.0,701.375,28.75,0.0,1.0
CPT8,45.5475,44.065625000000004,5.576,4.0175,1.87875,3.244,2.45,1.196,0.0,0.0,0.0,0.0,3.2375,0.0,0.0,0.0,5.163,0.11625,-4.996,0.09325,1.901,0.2,1.911375,0.18075,3.36,0.0,2.551,0.0,1.8,0.0,1.5,0.0,1.0216249999999998,0.00125,58.50025,52.067875,49.808499999999995,967.75,1391.75,1416.125,1234.625,1314.0,1679.25,1388.875,1389.75,15.0,31.282249999999998,29.034625,29.89675,28.05975,2487.125,855.375,2486.875,572.75,34.125,0.0,1.0
CPT9,33.388125,32.08325,5.56325,4.0165,1.893125,3.244,2.44975,1.195875,0.0,0.0,0.0,0.0,3.236,0.0,0.0,0.0,5.1735,0.11574999999999999,-4.996,0.09275,1.904,0.199,1.908875,0.191625,3.363,0.0,2.551,0.0,1.802,0.0,1.5,0.0,1.026,0.001,47.752375,41.1635,38.886250000000004,967.875,1391.25,1413.0,1251.0,1307.75,1674.0,1387.25,1389.125,15.0,28.633,29.551,29.092,29.551,2491.0,1150.75,2491.125,612.75,29.0,0.0,1.0
CPT10,-17.906625,-19.138999999999996,5.50775,4.00775,1.915875,3.254,2.45725,1.199,0.0,0.0,0.0,0.0,3.248,0.0,0.0,0.0,5.188375000000001,0.11125,-4.979125,0.087,1.91025,0.195,1.9105,0.19537500000000002,3.36325,0.0,2.551,0.0,1.802,0.0,1.495,0.0,1.0211249999999998,0.001375,12.405,6.643000000000001,5.495,965.0,1386.625,1398.75,1224.75,1279.25,1625.0,1373.375,1375.875,18.0,-18.711,-13.245125000000002,-14.999500000000001,-12.265374999999999,2499.625,2234.75,2501.125,663.5,33.625,0.0,1.0
