THERM_FPGA,THERM_DCB,VMON_6V,VMON_3V7,VMON_1V8,VMON_3V3D,VMON_2V5D,VMON_1V2D,VMON_VCC_FLASH0,VMON_VCC_FLASH1,VMON_VCC_FLASH2,VMON_VCC_FLASH3,VMON_3V3_HK,VMON_GND,GND_RES,GND_RES2,SPE_P5_V,SPE_P5_C,SPE_N5_V,SPE_N5_C,SPE_1VA8_V,SPE_1VA8_C,SPE_1VAD8_V,SPE_1VAD8_C,SPE_3VD3_V,SPE_3VD3_C,SPE_2VD5_V,SPE_2VD5_C,SPE_1VD8_V,SPE_1VD8_C,SPE_1VD5_V,SPE_1VD5_C,SPE_1VD0_V,SPE_1VD0_C,SPE_FPGA_T,SPE_ADC0_T,SPE_ADC1_T,PFPS_DCB_1V8,PFPS_DCB_3V7,PFPS_DCB_5V,PFPS_SPE_1V5,PFPS_SPE_2V3,PFPS_SPE_3V6,PFPS_SPE_P5V5,PFPS_SPE_N5V5,PFPS_MOT_A,PFPS_PA3_T,PFPS_PA2_T,PFPS_PA1_T,PFPS_PA0_T,PFPS_CAR_T,PFPS_PFPS_T,PFPS_BAT_T,VMON_PDU_COMMS,VMON_PDU_PFPS,VMON_PDU_CAROUSEL,ADC_PWR
27.981,27.007,5.549,4.016,1.896,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.177,0.113,-4.996,0.09,1.906,0.198,1.909,0.192,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.498,-0.0,1.026,0.001,35.377,33.141,32.725,968,1391,1409,1252,1302,1664,1384,1386,15,24.988,25.441,25.441,25.895,2492,1259,2493,611,28,0,1
28.021,27.007,5.549,4.016,1.897,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.177,0.116,-4.996,0.092,1.906,0.198,1.914,0.183,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.498,-0.0,1.026,0.001,35.916,33.419,32.863,968,1391,1409,1253,1302,1664,1384,1386,15,24.988,25.441,25.441,25.895,2492,1259,2493,610,28,0,1
28.062,27.007,5.549,4.016,1.897,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.177,0.118,-4.996,0.094,1.906,0.198,1.914,0.185,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.498,-0.0,1.026,0.001,36.459,33.559,32.863,967,1391,1410,1252,1302,1664,1384,1387,15,24.988,25.441,25.441,25.895,2492,1258,2493,614,29,0,1
28.144,27.047,5.549,4.016,1.896,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.163,0.122,-4.986,0.098,1.906,0.198,1.911,0.187,3.363,0.0,2.551,-0.0,1.802,-0.0,1.498,-0.0,1.026,0.001,36.87,33.838,33.002,968,1391,1409,1253,1303,1666,1384,1386,15,24.988,25.441,25.441,25.895,2492,1258,2493,614,29,0,1
28.184,27.047,5.551,4.016,1.899,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.163,0.127,-4.986,0.103,1.906,0.198,1.911,0.189,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.498,-0.0,1.026,0.001,37.284,33.979,33.141,967,1391,1410,1253,1302,1664,1384,1386,15,24.988,25.441,25.441,25.895,2493,1257,2493,611,28,0,1
28.225,27.047,5.551,4.016,1.902,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.163,0.13,-4.975,0.106,1.906,0.198,1.911,0.19,3.363,0.0,2.551,-0.0,1.802,-0.0,1.498,-0.0,1.026,0.001,37.561,34.119,33.141,968,1391,1410,1252,1303,1667,1384,1385,15,24.988,25.441,25.441,25.895,2492,1256,2493,609,29,0,1
28.266,27.088,5.551,4.016,1.896,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.163,0.13,-4.975,0.106,1.906,0.198,1.911,0.191,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.498,-0.0,1.026,0.001,37.98,34.26,33.28,967,1391,1410,1252,1302,1664,1383,1385,15,24.988,25.895,25.441,25.895,2492,1255,2493,615,29,0,1
28.347,27.128,5.551,4.014,1.895,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.234,0.0,0.0,0.0,5.177,0.115,-4.996,0.09,1.904,0.198,1.914,0.181,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.498,-0.0,1.013,0.002,38.221,34.498,33.373,966,1390,1409,1196,1299,1652,1381,1383,15,24.536,25.441,24.988,25.441,2492,1253,2492,612,35,0,1
28.388,27.128,5.551,4.016,1.896,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.177,0.116,-4.996,0.092,1.906,0.198,1.914,0.184,3.363,0.0,2.551,-0.0,1.802,-0.0,1.498,-0.0,1.026,0.001,38.543,34.543,33.419,968,1391,1410,1253,1304,1666,1385,1387,15,24.988,25.895,25.441,25.895,2492,1253,2493,611,28,0,1
28.47,27.169,5.551,4.016,1.896,3.24,2.449,1.196,0.0,0.0,0.0,0.0,3.232,0.0,0.0,0.0,5.163,0.118,-4.996,0.094,1.906,0.198,1.911,0.186,3.363,-0.0,2.551,-0.0,1.802,-0.0,1.5,-0.0,1.026,0.001,38.827,34.685,33.419,967,1391,1410,1253,1304,1667,1385,1387,15,24.988,25.895,25.441,25.895,2492,1252,2492,613,28,0,1
